"Date","Organic traffic"
"2020-09-14",44
"2020-09-15",49
"2020-09-16",66
"2020-09-17",71
"2020-09-18",81
"2020-09-19",87
"2020-09-20",90
"2020-09-21",93
"2020-09-22",96
"2020-09-23",101
"2020-09-24",106
"2020-09-25",122
"2020-09-26",140
"2020-09-27",160
"2020-09-28",162
"2020-09-29",170
"2020-09-30",176
"2020-10-01",176
"2020-10-02",209
"2020-10-03",232
"2020-10-04",228
"2020-10-05",258
"2020-10-06",261
"2020-10-07",281
"2020-10-08",300
"2020-10-09",304
"2020-10-10",366
"2020-10-11",399
"2020-10-12",366
"2020-10-13",434
"2020-10-14",452
"2020-10-15",463
"2020-10-16",458
"2020-10-17",540
"2020-10-18",587
"2020-10-19",635
"2020-10-20",707
"2020-10-21",737
"2020-10-22",728
"2020-10-23",770
"2020-10-24",842
"2020-10-25",992
"2020-10-26",1133
"2020-10-27",1161
"2020-10-28",1271
"2020-10-29",1327
"2020-10-30",1363
"2020-10-31",1403
"2020-11-01",1499
"2020-11-02",1467
"2020-11-03",1495
"2020-11-04",1712
"2020-11-05",1831
"2020-11-06",2116
"2020-11-07",2190
"2020-11-08",2271
"2020-11-09",2409
"2020-11-10",2611
"2020-11-11",2891
"2020-11-12",3142
"2020-11-13",3394
"2020-11-14",3750
"2020-11-15",4141
"2020-11-16",4461
"2020-11-17",4689
"2020-11-18",4890
"2020-11-19",5276
"2020-11-20",5718
"2020-11-21",6159
"2020-11-22",6571
"2020-11-23",6988
"2020-11-24",7689
"2020-11-25",8160
"2020-11-26",8307
"2020-11-27",8626
"2020-11-28",9177
"2020-11-29",9582
"2020-11-30",10050
"2020-12-01",10398
"2020-12-02",11642
"2020-12-03",12234
"2020-12-04",12211
"2020-12-05",11792
"2020-12-06",11620
"2020-12-07",11370
"2020-12-08",11299
"2020-12-09",10511
"2020-12-10",10711
"2020-12-11",11253
"2020-12-12",11721
"2020-12-13",11938
"2020-12-14",12827
"2020-12-15",13309
"2020-12-16",13744
"2020-12-17",15324
"2020-12-18",16078
"2020-12-19",16321
"2020-12-20",16802
"2020-12-21",17342
"2020-12-22",18337
"2020-12-23",18459
"2020-12-24",18196
"2020-12-25",18088
"2020-12-26",18435
"2020-12-27",19452
"2020-12-28",19774
"2020-12-29",20001
"2020-12-30",20497
"2020-12-31",21759
"2021-01-01",22669
"2021-01-02",23452
"2021-01-03",24121
"2021-01-04",24902
"2021-01-05",25641
"2021-01-06",26388
"2021-01-07",26791
"2021-01-08",27052
"2021-01-09",27758
"2021-01-10",27972
"2021-01-11",28545
"2021-01-12",29441
"2021-01-13",30387
"2021-01-14",30965
"2021-01-15",32183
"2021-01-16",33093
"2021-01-17",32842
"2021-01-18",33120
"2021-01-19",33563
"2021-01-20",34045
"2021-01-21",34789
"2021-01-22",35615
"2021-01-23",36154
"2021-01-24",36555
"2021-01-25",37249
"2021-01-26",38421
"2021-01-27",39265
"2021-01-28",41053
"2021-01-29",41497
"2021-01-30",41796
"2021-01-31",44168
"2021-02-01",44895
"2021-02-02",45708
"2021-02-03",46366
"2021-02-04",47026
"2021-02-05",47922
"2021-02-06",48586
"2021-02-07",49161
"2021-02-08",49676
"2021-02-09",52569
"2021-02-10",53854
"2021-02-11",54419
"2021-02-12",56764
"2021-02-13",57824
"2021-02-14",58758
"2021-02-15",59922
"2021-02-16",60333
"2021-02-17",60382
"2021-02-18",61936
"2021-02-19",62146
"2021-02-20",64066
"2021-02-21",64135
"2021-02-22",64745
"2021-02-23",65632
"2021-02-24",67473
"2021-02-25",68027
"2021-02-26",68463
"2021-02-27",69198
"2021-02-28",70708
"2021-03-01",72296
"2021-03-02",72442
"2021-03-03",72482
"2021-03-04",73362
"2021-03-05",75564
"2021-03-06",75949
"2021-03-07",76524
"2021-03-08",77718
"2021-03-09",79343
"2021-03-10",80375
"2021-03-11",81131
"2021-03-12",81630
"2021-03-13",81947
"2021-03-14",82586
"2021-03-15",84274
"2021-03-16",85696
"2021-03-17",87660
"2021-03-18",88114
"2021-03-19",88575
"2021-03-20",87984
"2021-03-21",87921
"2021-03-22",88794
"2021-03-23",89462
"2021-03-24",91220
"2021-03-25",92863
"2021-03-26",93628
"2021-03-27",93956
"2021-03-28",95129
"2021-03-29",95995
"2021-03-30",96417
"2021-03-31",98856
"2021-04-01",101077
"2021-04-02",102440
"2021-04-03",103584
"2021-04-04",104881
"2021-04-05",107332
"2021-04-06",108783
"2021-04-07",111412
"2021-04-08",112928
"2021-04-09",113478
"2021-04-10",114487
"2021-04-11",114913
"2021-04-12",115468
"2021-04-13",116759
"2021-04-14",116918
"2021-04-15",118181
"2021-04-16",120988
"2021-04-17",129949
"2021-04-18",138953
"2021-04-19",151439
"2021-04-20",158308
"2021-04-21",162171
"2021-04-22",166130
"2021-04-23",169851
"2021-04-24",169835
"2021-04-25",170336
"2021-04-26",169792
"2021-04-27",170174
"2021-04-28",170483
"2021-04-29",171064
"2021-04-30",173100
"2021-05-01",176271
"2021-05-02",184454
"2021-05-03",197279
"2021-05-04",206818
"2021-05-05",209621
"2021-05-06",213542
"2021-05-07",218325
"2021-05-08",221822
"2021-05-09",223883
"2021-05-10",233444
"2021-05-11",241579
"2021-05-12",244239
"2021-05-13",257215
"2021-05-14",270807
"2021-05-15",277422
"2021-05-16",280581
"2021-05-17",286330
"2021-05-18",291209
"2021-05-19",297013
"2021-05-20",308569
"2021-05-21",368272
"2021-05-22",385708
"2021-05-23",401474
"2021-05-24",418688
"2021-05-25",439357
"2021-05-26",457836
"2021-05-27",473059
"2021-05-28",492053
"2021-05-29",502550
"2021-05-30",513897
"2021-05-31",525558
"2021-06-01",522315
"2021-06-02",523354
"2021-06-03",524953
"2021-06-04",542662
"2021-06-05",562170
"2021-06-06",581142
"2021-06-07",577063
"2021-06-08",582953
"2021-06-09",587305
"2021-06-10",584262
"2021-06-11",585442
"2021-06-12",580788
"2021-06-13",589716
"2021-06-14",586564
"2021-06-15",585112
"2021-06-16",586197
"2021-06-17",592007
"2021-06-18",589024
"2021-06-19",584757
"2021-06-20",585111
"2021-06-21",580636
"2021-06-22",580001
"2021-06-23",579498
"2021-06-24",574915
"2021-06-25",575571
"2021-06-26",573716
"2021-06-27",575393
"2021-06-28",583946
"2021-06-29",581698
"2021-06-30",586539
"2021-07-01",591879
"2021-07-02",570759
"2021-07-03",559834
"2021-07-04",557116
"2021-07-05",554823
"2021-07-06",551288
"2021-07-07",544545
"2021-07-08",541705
"2021-07-09",560358
"2021-07-10",577841
"2021-07-11",577620
"2021-07-12",581831
"2021-07-13",592311
"2021-07-14",603626
"2021-07-15",605291
"2021-07-16",607027
"2021-07-17",608998
"2021-07-18",611144
"2021-07-19",612668
"2021-07-20",619394
"2021-07-21",626362
"2021-07-22",641159
"2021-07-23",661300
"2021-07-24",708065
"2021-07-25",769382
"2021-07-26",805087
"2021-07-27",789447
"2021-07-28",764141
"2021-07-29",766584
"2021-07-30",778113
"2021-07-31",781223
"2021-08-01",776736
"2021-08-02",768970
"2021-08-03",759475
"2021-08-04",759793
"2021-08-05",767665
"2021-08-06",774540
"2021-08-07",786379
"2021-08-08",780894
"2021-08-09",806614
"2021-08-10",809935
"2021-08-11",817582
"2021-08-12",825037
"2021-08-13",822368
"2021-08-14",819450
"2021-08-15",809318
"2021-08-16",832636
"2021-08-17",832928
"2021-08-18",828301
"2021-08-19",825320
"2021-08-20",827338
"2021-08-21",826454
"2021-08-22",829402
"2021-08-23",838844
"2021-08-24",846174
"2021-08-25",852210
"2021-08-26",864203
"2021-08-27",868198
"2021-08-28",867298
"2021-08-29",872655
"2021-08-30",874221
"2021-08-31",880070
"2021-09-01",870526
"2021-09-02",856210
"2021-09-03",852958
"2021-09-04",855259
"2021-09-05",849902
"2021-09-06",850281
"2021-09-07",852401
"2021-09-08",858640
"2021-09-09",871502
"2021-09-10",872333
"2021-09-11",891131
"2021-09-12",932848
"2021-09-13",982476
"2021-09-14",990220
"2021-09-15",996593
"2021-09-16",1017150
"2021-09-17",1042383
"2021-09-18",1059059
"2021-09-19",1081294
"2021-09-20",1099144
"2021-09-21",1060777
"2021-09-22",1051869
"2021-09-23",1046757
"2021-09-24",1029665
"2021-09-25",1030909
"2021-09-26",1032109
"2021-09-27",1027439
"2021-09-28",1028963
"2021-09-29",1033991
"2021-09-30",1034668
"2021-10-01",1041475
"2021-10-02",1046601
"2021-10-03",1036907
"2021-10-04",1042261
"2021-10-05",1040291
"2021-10-06",1033646
"2021-10-07",1032816
"2021-10-08",1031402
"2021-10-09",1031092
"2021-10-10",1032643
"2021-10-11",1033189
"2021-10-12",1033706
"2021-10-13",1037500
"2021-10-14",1043461
"2021-10-15",1067106
"2021-10-16",1076283
"2021-10-17",1084787
"2021-10-18",1087211
"2021-10-19",1099275
"2021-10-20",1102372
"2021-10-21",1108040
"2021-10-22",1126049
"2021-10-23",1134660
"2021-10-24",1150620
"2021-10-25",1182026
"2021-10-26",1199142
"2021-10-27",1240987
"2021-10-28",1268965
"2021-10-29",1292523
"2021-10-30",1293539
"2021-10-31",1295910
"2021-11-01",1302833
"2021-11-02",1312712
"2021-11-03",1331996
"2021-11-04",1337229
"2021-11-05",1346139
"2021-11-06",1357076
"2021-11-07",1367504
"2021-11-08",1349283
"2021-11-09",1291088
"2021-11-10",1241685
"2021-11-11",1209730
"2021-11-12",1189399
"2021-11-13",1170594
"2021-11-14",1136999
"2021-11-15",1187310
"2021-11-16",1265008
"2021-11-17",1353106
"2021-11-18",1427590
"2021-11-19",1488335
"2021-11-20",1528019
"2021-11-21",1543414
"2021-11-22",1585787
"2021-11-23",1619655
"2021-11-24",1682144
"2021-11-25",1694120
"2021-11-26",1707568
"2021-11-27",1727296
"2021-11-28",1731389
"2021-11-29",1753717
"2021-11-30",1802584
"2021-12-01",1858539
"2021-12-02",1906868
"2021-12-03",1964323
"2021-12-04",2001651
"2021-12-05",2027307
"2021-12-06",2040604
"2021-12-07",2085253
"2021-12-08",2116404
"2021-12-09",2149294
"2021-12-10",2201714
"2021-12-11",2259097
"2021-12-12",2327104
"2021-12-13",2384472
"2021-12-14",2399821
"2021-12-15",2387707
"2021-12-16",2392029
"2021-12-17",2429918
"2021-12-18",2482789
"2021-12-19",2489700
"2021-12-20",2508810
"2021-12-21",2524266
"2021-12-22",2548318
"2021-12-23",2555608
"2021-12-24",2547002
"2021-12-25",2533203
"2021-12-26",2559180
"2021-12-27",2550104
