"Date","Organic traffic"
"2021-06-04",614089
"2021-06-05",638452
"2021-06-06",644661
"2021-06-07",634157
"2021-06-08",654764
"2021-06-09",634846
"2021-06-10",638816
"2021-06-11",667624
"2021-06-12",663741
"2021-06-13",633585
"2021-06-14",596721
"2021-06-15",621508
"2021-06-16",651843
"2021-06-17",630723
"2021-06-18",605294
"2021-06-19",645217
"2021-06-20",652251
"2021-06-21",668613
"2021-06-22",688764
"2021-06-23",678719
"2021-06-24",670460
"2021-06-25",657870
"2021-06-26",630603
"2021-06-27",608240
"2021-06-28",619159
"2021-06-29",632582
"2021-06-30",577045
"2021-07-01",593948
"2021-07-02",698084
"2021-07-03",754361
"2021-07-04",770858
"2021-07-05",790489
"2021-07-06",807961
"2021-07-07",812664
"2021-07-08",820969
"2021-07-09",835491
"2021-07-10",855299
"2021-07-11",864277
"2021-07-12",879585
"2021-07-13",885211
"2021-07-14",898419
"2021-07-15",916207
"2021-07-16",895070
"2021-07-17",908257
"2021-07-18",898676
"2021-07-19",927675
"2021-07-20",1015224
"2021-07-21",1051390
"2021-07-22",1097489
"2021-07-23",1180118
"2021-07-24",1216667
"2021-07-25",1212834
"2021-07-26",1218039
"2021-07-27",1205521
"2021-07-28",1164678
"2021-07-29",1177555
"2021-07-30",1213015
"2021-07-31",1226316
"2021-08-01",1185862
"2021-08-02",1153525
"2021-08-03",1115944
"2021-08-04",1120105
"2021-08-05",1122613
"2021-08-06",1142548
"2021-08-07",1127026
"2021-08-08",1125168
"2021-08-09",1127871
"2021-08-10",1101308
"2021-08-11",1090194
"2021-08-12",1096442
"2021-08-13",1096738
"2021-08-14",1105720
"2021-08-15",1097938
"2021-08-16",1084133
"2021-08-17",1073066
"2021-08-18",1068250
"2021-08-19",1063826
"2021-08-20",1058795
"2021-08-21",1060248
"2021-08-22",1074386
"2021-08-23",1078214
"2021-08-24",1080898
"2021-08-25",1080780
"2021-08-26",1053279
"2021-08-27",1044657
"2021-08-28",1074876
"2021-08-29",1076426
"2021-08-30",1067187
"2021-08-31",1112770
"2021-09-01",1082078
"2021-09-02",1026484
"2021-09-03",1022249
"2021-09-04",1006409
"2021-09-05",998414
"2021-09-06",1005768
"2021-09-07",978958
"2021-09-08",976772
"2021-09-09",981623
"2021-09-10",980701
"2021-09-11",984054
"2021-09-12",1027398
"2021-09-13",1091332
"2021-09-14",1091295
"2021-09-15",1090363
"2021-09-16",1091694
"2021-09-17",1112450
"2021-09-18",1141159
"2021-09-19",1175612
"2021-09-20",1221974
"2021-09-21",1255846
"2021-09-22",1265881
"2021-09-23",1306017
"2021-09-24",1297180
"2021-09-25",1349699
"2021-09-26",1355788
"2021-09-27",1321499
"2021-09-28",1342006
"2021-09-29",1350394
"2021-09-30",1348044
"2021-10-01",1331055
"2021-10-02",1325016
"2021-10-03",1311749
"2021-10-04",1314566
"2021-10-05",1325993
"2021-10-06",1341264
"2021-10-07",1319177
"2021-10-08",1294234
"2021-10-09",1299796
"2021-10-10",1300584
"2021-10-11",1304528
"2021-10-12",1319593
"2021-10-13",1324825
"2021-10-14",1337135
"2021-10-15",1333346
"2021-10-16",1324892
"2021-10-17",1314809
"2021-10-18",1309764
"2021-10-19",1326204
"2021-10-20",1333378
"2021-10-21",1340758
"2021-10-22",1350056
"2021-10-23",1356724
"2021-10-24",1389550
"2021-10-25",1435835
"2021-10-26",1439406
"2021-10-27",1457437
"2021-10-28",1474699
"2021-10-29",1530102
"2021-10-30",1528566
"2021-10-31",1507070
"2021-11-01",1517082
"2021-11-02",1530398
"2021-11-03",1532920
"2021-11-04",1521424
"2021-11-05",1520040
"2021-11-06",1537262
"2021-11-07",1529246
"2021-11-08",1485249
"2021-11-09",1321148
"2021-11-10",1228049
"2021-11-11",1116796
"2021-11-12",1116696
"2021-11-13",1090129
"2021-11-14",1051362
"2021-11-15",1117036
"2021-11-16",1288938
"2021-11-17",1405168
"2021-11-18",1386371
"2021-11-19",1339345
"2021-11-20",1321273
"2021-11-21",1312999
"2021-11-22",1315650
"2021-11-23",1336106
"2021-11-24",1350457
"2021-11-25",1306587
"2021-11-26",1278603
"2021-11-27",1230438
"2021-11-28",1198740
"2021-11-29",1169067
"2021-11-30",1252182
"2021-12-01",1293746
"2021-12-02",1321805
"2021-12-03",1332724
"2021-12-04",1362845
"2021-12-05",1376862
"2021-12-06",1347525
"2021-12-07",1363961
"2021-12-08",1380339
"2021-12-09",1387358
"2021-12-10",1399481
"2021-12-11",1444782
"2021-12-12",1475305
"2021-12-13",1487281
"2021-12-14",1510871
"2021-12-15",1532849
"2021-12-16",1528914
"2021-12-17",1520943
"2021-12-18",1528656
"2021-12-19",1511528
"2021-12-20",1485300
"2021-12-21",1470296
"2021-12-22",1478083
"2021-12-23",1460510
"2021-12-24",1448654
"2021-12-25",1420539
"2021-12-26",1450863
"2021-12-27",1449822
